date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:58:36	28078/28078	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Mar%202025%2008:28:33%20GMT	https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/study?Course_Id=4&Subject_Id=3	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/account/logind6eb.html	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
13:58:36	226/226	---MC-	302	error ('Found')	text/html	date:Thu,%2006%20Mar%202025%2008:28:33%20GMT	https://www.schoolaura.com/course/study?Course_Id=4&Subject_Id=5	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/course/study.e70fdf.delayed	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
13:58:37	28078/28078	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Mar%202025%2008:28:35%20GMT	https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/study?Course_Id=4&Subject_Id=5	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/account/loginde03.html	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
13:58:37	226/226	---MC-	302	error ('Found')	text/html	date:Thu,%2006%20Mar%202025%2008:28:35%20GMT	https://www.schoolaura.com/course/study?Course_Id=4&Subject_Id=7	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/course/study.e9f941.delayed	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
13:58:38	28078/28078	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Mar%202025%2008:28:36%20GMT	https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/study?Course_Id=4&Subject_Id=7	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/account/login0252.html	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
13:58:38	226/226	---MC-	302	error ('Found')	text/html	date:Thu,%2006%20Mar%202025%2008:28:36%20GMT	https://www.schoolaura.com/course/study?Course_Id=4&Subject_Id=8	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/course/study.eb07a6.delayed	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
13:58:42	28078/28078	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Mar%202025%2008:28:40%20GMT	https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/study?Course_Id=4&Subject_Id=8	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/account/login30b6.html	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
13:58:42	226/226	---MC-	302	error ('Found')	text/html	date:Thu,%2006%20Mar%202025%2008:28:40%20GMT	https://www.schoolaura.com/course/study?Course_Id=4&Subject_Id=9	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/course/study.eda75d.delayed	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
13:58:43	28078/28078	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Mar%202025%2008:28:41%20GMT	https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/study?Course_Id=4&Subject_Id=9	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/account/login239d.html	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
13:58:43	227/227	---MC-	302	error ('Found')	text/html	date:Thu,%2006%20Mar%202025%2008:28:41%20GMT	https://www.schoolaura.com/course/study?Course_Id=4&Subject_Id=10	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/course/study.efa732.delayed	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
13:58:44	28079/28079	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Mar%202025%2008:28:42%20GMT	https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/study?Course_Id=4&Subject_Id=10	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/account/login65c3.html	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
13:58:44	227/227	---MC-	302	error ('Found')	text/html	date:Thu,%2006%20Mar%202025%2008:28:42%20GMT	https://www.schoolaura.com/course/study?Course_Id=4&Subject_Id=11	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/course/study.f11c18.delayed	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
13:58:45	28079/28079	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Mar%202025%2008:28:43%20GMT	https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/study?Course_Id=4&Subject_Id=11	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/account/loginde36.html	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
13:58:45	227/227	---MC-	302	error ('Found')	text/html	date:Thu,%2006%20Mar%202025%2008:28:43%20GMT	https://www.schoolaura.com/course/study?Course_Id=4&Subject_Id=12	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/course/study.f3506d.delayed	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
13:58:46	28079/28079	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Mar%202025%2008:28:44%20GMT	https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/study?Course_Id=4&Subject_Id=12	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/account/login517c.html	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
13:58:50	227/227	---MC-	302	error ('Found')	text/html	date:Thu,%2006%20Mar%202025%2008:28:48%20GMT	https://www.schoolaura.com/course/study?Course_Id=4&Subject_Id=13	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/course/study.f59fed.delayed	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
13:58:50	28079/28079	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Mar%202025%2008:28:48%20GMT	https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/study?Course_Id=4&Subject_Id=13	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/account/login6de7.html	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
13:58:51	227/227	---MC-	302	error ('Found')	text/html	date:Thu,%2006%20Mar%202025%2008:28:49%20GMT	https://www.schoolaura.com/course/study?Course_Id=4&Subject_Id=16	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/course/study.f7b51a.delayed	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
13:58:51	28079/28079	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Mar%202025%2008:28:49%20GMT	https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/study?Course_Id=4&Subject_Id=16	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/account/login0670.html	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
13:58:52	227/227	---MC-	302	error ('Found')	text/html	date:Thu,%2006%20Mar%202025%2008:28:50%20GMT	https://www.schoolaura.com/course/study?Course_Id=4&Subject_Id=20	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/course/study.f98bec.delayed	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
13:58:52	28079/28079	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Mar%202025%2008:28:50%20GMT	https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/study?Course_Id=4&Subject_Id=20	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/account/login4682.html	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
13:58:54	249/249	---MC-	302	error ('Found')	text/html	date:Thu,%2006%20Mar%202025%2008:28:52%20GMT	https://www.schoolaura.com/course/course_detail/12?title=Syallabus+for+2nd+Class...	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/course/course_detail/12.fbfe71.delayed	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
13:58:55	28141/28141	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Mar%202025%2008:28:52%20GMT	https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/course_detail/12?title=Syallabus+for+2nd+Class...	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/account/login9093.html	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
13:58:55	226/226	---MC-	302	error ('Found')	text/html	date:Thu,%2006%20Mar%202025%2008:28:53%20GMT	https://www.schoolaura.com/course/study?Course_Id=5&Subject_Id=2	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/course/study.fd2d6c.delayed	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
13:58:56	28078/28078	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Mar%202025%2008:28:53%20GMT	https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/study?Course_Id=5&Subject_Id=2	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/account/login133f.html	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
13:58:56	226/226	---MC-	302	error ('Found')	text/html	date:Thu,%2006%20Mar%202025%2008:28:54%20GMT	https://www.schoolaura.com/course/study?Course_Id=5&Subject_Id=3	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/course/study.ffb8a7.delayed	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
13:58:57	28078/28078	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Mar%202025%2008:28:54%20GMT	https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/study?Course_Id=5&Subject_Id=3	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/account/login1f87.html	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
13:58:57	226/226	---MC-	302	error ('Found')	text/html	date:Thu,%2006%20Mar%202025%2008:28:55%20GMT	https://www.schoolaura.com/course/study?Course_Id=5&Subject_Id=5	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/course/study.101f4f0.delayed	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
13:58:58	28078/28078	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Mar%202025%2008:28:55%20GMT	https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/study?Course_Id=5&Subject_Id=5	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/account/login0c46.html	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
13:58:58	226/226	---MC-	302	error ('Found')	text/html	date:Thu,%2006%20Mar%202025%2008:28:56%20GMT	https://www.schoolaura.com/course/study?Course_Id=5&Subject_Id=7	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/course/study.103e8ce.delayed	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
13:58:59	28078/28078	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Mar%202025%2008:28:56%20GMT	https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/study?Course_Id=5&Subject_Id=7	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/account/loginfc9a.html	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
13:58:59	226/226	---MC-	302	error ('Found')	text/html	date:Thu,%2006%20Mar%202025%2008:28:57%20GMT	https://www.schoolaura.com/course/study?Course_Id=5&Subject_Id=8	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/course/study.10562dc.delayed	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
13:59:00	28078/28078	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Mar%202025%2008:28:57%20GMT	https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/study?Course_Id=5&Subject_Id=8	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/account/login96d4.html	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
13:59:01	227/227	---MC-	302	error ('Found')	text/html	date:Thu,%2006%20Mar%202025%2008:28:59%20GMT	https://www.schoolaura.com/course/study?Course_Id=5&Subject_Id=10	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/course/study.1073f4f.delayed	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
13:59:01	28079/28079	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Mar%202025%2008:28:59%20GMT	https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/study?Course_Id=5&Subject_Id=10	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/account/login0610.html	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
13:59:02	227/227	---MC-	302	error ('Found')	text/html	date:Thu,%2006%20Mar%202025%2008:29:00%20GMT	https://www.schoolaura.com/course/study?Course_Id=5&Subject_Id=11	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/course/study.109e5dd.delayed	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
13:59:02	28079/28079	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Mar%202025%2008:29:00%20GMT	https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/study?Course_Id=5&Subject_Id=11	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/account/login9ab2.html	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
13:59:03	227/227	---MC-	302	error ('Found')	text/html	date:Thu,%2006%20Mar%202025%2008:29:01%20GMT	https://www.schoolaura.com/course/study?Course_Id=5&Subject_Id=12	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/course/study.10bd474.delayed	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
13:59:04	28079/28079	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Mar%202025%2008:29:01%20GMT	https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/study?Course_Id=5&Subject_Id=12	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/account/loginfe94.html	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
13:59:04	227/227	---MC-	302	error ('Found')	text/html	date:Thu,%2006%20Mar%202025%2008:29:02%20GMT	https://www.schoolaura.com/course/study?Course_Id=5&Subject_Id=13	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/course/study.10d645d.delayed	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
13:59:05	28079/28079	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Mar%202025%2008:29:02%20GMT	https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/study?Course_Id=5&Subject_Id=13	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/account/loginfb55.html	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
13:59:05	227/227	---MC-	302	error ('Found')	text/html	date:Thu,%2006%20Mar%202025%2008:29:03%20GMT	https://www.schoolaura.com/course/study?Course_Id=5&Subject_Id=16	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/course/study.10fbbae.delayed	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
13:59:09	28079/28079	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Mar%202025%2008:29:07%20GMT	https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/study?Course_Id=5&Subject_Id=16	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/account/logincf9a.html	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
13:59:09	227/227	---MC-	302	error ('Found')	text/html	date:Thu,%2006%20Mar%202025%2008:29:07%20GMT	https://www.schoolaura.com/course/study?Course_Id=5&Subject_Id=20	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/course/study.111ded1.delayed	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
13:59:10	28079/28079	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Mar%202025%2008:29:08%20GMT	https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/study?Course_Id=5&Subject_Id=20	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/account/loginf736.html	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
13:59:10	249/249	---MC-	302	error ('Found')	text/html	date:Thu,%2006%20Mar%202025%2008:29:08%20GMT	https://www.schoolaura.com/course/course_detail/11?title=Syllabus+for+3rd+Class....	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/course/course_detail/11.1137107.delayed	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
13:59:11	28141/28141	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Mar%202025%2008:29:09%20GMT	https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/course_detail/11?title=Syllabus+for+3rd+Class....	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/account/login2ca1.html	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
13:59:12	226/226	---MC-	302	error ('Found')	text/html	date:Thu,%2006%20Mar%202025%2008:29:09%20GMT	https://www.schoolaura.com/course/study?Course_Id=6&Subject_Id=2	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/course/study.115cf84.delayed	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
13:59:12	28078/28078	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Mar%202025%2008:29:10%20GMT	https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/study?Course_Id=6&Subject_Id=2	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/account/login9090.html	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
13:59:34	226/226	---MC-	302	error ('Found')	text/html	date:Thu,%2006%20Mar%202025%2008:29:32%20GMT	https://www.schoolaura.com/course/study?Course_Id=6&Subject_Id=7	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/course/study.118d555.delayed	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
13:59:34	28078/28078	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Mar%202025%2008:29:32%20GMT	https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/study?Course_Id=6&Subject_Id=7	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/account/logindb6d.html	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
13:59:35	226/226	---MC-	302	error ('Found')	text/html	date:Thu,%2006%20Mar%202025%2008:29:33%20GMT	https://www.schoolaura.com/course/study?Course_Id=6&Subject_Id=8	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/course/study.11a9ca1.delayed	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
13:59:35	28078/28078	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Mar%202025%2008:29:33%20GMT	https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/study?Course_Id=6&Subject_Id=8	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/account/logind263.html	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
13:59:36	227/227	---MC-	302	error ('Found')	text/html	date:Thu,%2006%20Mar%202025%2008:29:34%20GMT	https://www.schoolaura.com/course/study?Course_Id=6&Subject_Id=11	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/course/study.11ccbab.delayed	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
13:59:37	28079/28079	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Mar%202025%2008:29:34%20GMT	https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/study?Course_Id=6&Subject_Id=11	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/account/logina751.html	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
13:59:37	227/227	---MC-	302	error ('Found')	text/html	date:Thu,%2006%20Mar%202025%2008:29:35%20GMT	https://www.schoolaura.com/course/study?Course_Id=6&Subject_Id=12	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/course/study.11e36a4.delayed	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
13:59:38	28079/28079	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Mar%202025%2008:29:35%20GMT	https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/study?Course_Id=6&Subject_Id=12	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/account/login05e1.html	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
13:59:38	227/227	---MC-	302	error ('Found')	text/html	date:Thu,%2006%20Mar%202025%2008:29:36%20GMT	https://www.schoolaura.com/course/study?Course_Id=6&Subject_Id=13	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/course/study.120a21f.delayed	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
14:00:00	227/227	---MC-	302	error ('Found')	text/html	date:Thu,%2006%20Mar%202025%2008:29:58%20GMT	https://www.schoolaura.com/course/study?Course_Id=6&Subject_Id=14	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/course/study.1226b36.delayed	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
14:00:00	28079/28079	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Mar%202025%2008:29:58%20GMT	https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/study?Course_Id=6&Subject_Id=14	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/account/login086c.html	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
14:00:01	227/227	---MC-	302	error ('Found')	text/html	date:Thu,%2006%20Mar%202025%2008:29:59%20GMT	https://www.schoolaura.com/course/study?Course_Id=6&Subject_Id=15	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/course/study.12443e5.delayed	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
14:00:02	28079/28079	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Mar%202025%2008:29:59%20GMT	https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/study?Course_Id=6&Subject_Id=15	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/account/login45db.html	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
14:00:02	227/227	---MC-	302	error ('Found')	text/html	date:Thu,%2006%20Mar%202025%2008:29:59%20GMT	https://www.schoolaura.com/course/study?Course_Id=6&Subject_Id=16	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/course/study.126ddf5.delayed	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
14:00:03	28079/28079	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Mar%202025%2008:30:01%20GMT	https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/study?Course_Id=6&Subject_Id=16	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/account/login9bbf.html	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
14:00:03	227/227	---MC-	302	error ('Found')	text/html	date:Thu,%2006%20Mar%202025%2008:30:01%20GMT	https://www.schoolaura.com/course/study?Course_Id=6&Subject_Id=18	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/course/study.1288dcf.delayed	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
14:00:07	28079/28079	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Mar%202025%2008:30:05%20GMT	https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/study?Course_Id=6&Subject_Id=18	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/account/login3c8c.html	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
14:00:07	227/227	---MC-	302	error ('Found')	text/html	date:Thu,%2006%20Mar%202025%2008:30:05%20GMT	https://www.schoolaura.com/course/study?Course_Id=6&Subject_Id=20	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/course/study.12adda3.delayed	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
14:00:08	28079/28079	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Mar%202025%2008:30:06%20GMT	https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/study?Course_Id=6&Subject_Id=20	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/account/loginb508.html	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
14:00:08	248/248	---MC-	302	error ('Found')	text/html	date:Thu,%2006%20Mar%202025%2008:30:06%20GMT	https://www.schoolaura.com/course/course_detail/10?title=Syllabus+for+4th+Class...	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/course/course_detail/10.12cf088.delayed	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
14:00:09	28139/28139	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Mar%202025%2008:30:07%20GMT	https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/course_detail/10?title=Syllabus+for+4th+Class...	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/account/login68f1.html	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
14:00:09	226/226	---MC-	302	error ('Found')	text/html	date:Thu,%2006%20Mar%202025%2008:30:07%20GMT	https://www.schoolaura.com/course/study?Course_Id=7&Subject_Id=2	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/course/study.12e082d.delayed	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
14:00:10	28078/28078	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Mar%202025%2008:30:08%20GMT	https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/study?Course_Id=7&Subject_Id=2	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/account/login3a3d.html	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
14:00:11	226/226	---MC-	302	error ('Found')	text/html	date:Thu,%2006%20Mar%202025%2008:30:08%20GMT	https://www.schoolaura.com/course/study?Course_Id=7&Subject_Id=3	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/course/study.13092bf.delayed	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
14:00:11	28078/28078	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Mar%202025%2008:30:09%20GMT	https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/study?Course_Id=7&Subject_Id=3	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/account/login5580.html	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
14:00:12	226/226	---MC-	302	error ('Found')	text/html	date:Thu,%2006%20Mar%202025%2008:30:09%20GMT	https://www.schoolaura.com/course/study?Course_Id=7&Subject_Id=7	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/course/study.132044e.delayed	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
14:00:12	28078/28078	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Mar%202025%2008:30:10%20GMT	https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/study?Course_Id=7&Subject_Id=7	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/account/login67c7.html	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
14:00:13	226/226	---MC-	302	error ('Found')	text/html	date:Thu,%2006%20Mar%202025%2008:30:10%20GMT	https://www.schoolaura.com/course/study?Course_Id=7&Subject_Id=8	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/course/study.134f079.delayed	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
14:00:13	28078/28078	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Mar%202025%2008:30:11%20GMT	https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/study?Course_Id=7&Subject_Id=8	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/account/loginf075.html	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
